,text,clean_text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized
96,"#earthquake 
#AirPollution 
#extremetemperature

Delhi-ncr is no more livable? https://t.co/BK7rgEBv8t","earthquake 
AirPollution 
extremetemperature

Delhincr is no more livable httpstcoBKrgEBvt","['earthquake', 'airpollution', 'extremetemperature', 'delhincr', 'is', 'no', 'more', 'livable', 'httpstcobkrgebvt']","['earthquake', 'airpollution', 'extremetemperature', 'delhincr', 'livable', 'httpstcobkrgebvt']","['earthquak', 'airpollut', 'extremetemperatur', 'delhincr', 'livabl', 'httpstcobkrgebvt']","['earthquake', 'airpollution', 'extremetemperature', 'delhincr', 'livable', 'httpstcobkrgebvt']"
97,RT @GwneudYTro: @CleanAirForCDF @VelindreTrust @MarcPalmer75 @CardiffSave @JackieJonesWal1 @katecarrcdf @JGreen_CDF @JulieMorganLAB Over pa…,RT GwneudYTro CleanAirForCDF VelindreTrust MarcPalmer CardiffSave JackieJonesWal katecarrcdf JGreenCDF JulieMorganLAB Over pa…,"['rt', 'gwneudytro', 'cleanairforcdf', 'velindretrust', 'marcpalmer', 'cardiffsave', 'jackiejoneswal', 'katecarrcdf', 'jgreencdf', 'juliemorganlab', 'over', 'pa', '']","['rt', 'gwneudytro', 'cleanairforcdf', 'velindretrust', 'marcpalmer', 'cardiffsave', 'jackiejoneswal', 'katecarrcdf', 'jgreencdf', 'juliemorganlab', 'pa', '']","['rt', 'gwneudytro', 'cleanairforcdf', 'velindretrust', 'marcpalm', 'cardiffsav', 'jackiejonesw', 'katecarrcdf', 'jgreencdf', 'juliemorganlab', 'pa', '']","['rt', 'gwneudytro', 'cleanairforcdf', 'velindretrust', 'marcpalmer', 'cardiffsave', 'jackiejoneswal', 'katecarrcdf', 'jgreencdf', 'juliemorganlab', 'pa', '']"
98,"#Asean #AirPollution #trending #southeastAsia #BakarSampah #dkiJakarta #iQAir #IMF #Iphone14 #ispa #kanker #COVID19 #G20 #DosaPLTUpln #SavageJakarta 
9/11/2022 
3.32 jam durasi telah berjalan. Dan level Polusi udara tetap berada di sensor orang udara tidak sehat.. payah jakarta https://t.co/oPeik2Z809","Asean AirPollution trending southeastAsia BakarSampah dkiJakarta iQAir IMF Iphone ispa kanker COVID G DosaPLTUpln SavageJakarta 
 
 jam durasi telah berjalan Dan level Polusi udara tetap berada di sensor orang udara tidak sehat payah jakarta httpstcooPeikZ","['asean', 'airpollution', 'trending', 'southeastasia', 'bakarsampah', 'dkijakarta', 'iqair', 'imf', 'iphone', 'ispa', 'kanker', 'covid', 'g', 'dosapltupln', 'savagejakarta', 'jam', 'durasi', 'telah', 'berjalan', 'dan', 'level', 'polusi', 'udara', 'tetap', 'berada', 'di', 'sensor', 'orang', 'udara', 'tidak', 'sehat', 'payah', 'jakarta', 'httpstcoopeikz']","['asean', 'airpollution', 'trending', 'southeastasia', 'bakarsampah', 'dkijakarta', 'iqair', 'imf', 'iphone', 'ispa', 'kanker', 'covid', 'g', 'dosapltupln', 'savagejakarta', 'jam', 'durasi', 'telah', 'berjalan', 'dan', 'level', 'polusi', 'udara', 'tetap', 'berada', 'di', 'sensor', 'orang', 'udara', 'tidak', 'sehat', 'payah', 'jakarta', 'httpstcoopeikz']","['asean', 'airpollut', 'trend', 'southeastasia', 'bakarsampah', 'dkijakarta', 'iqair', 'imf', 'iphon', 'ispa', 'kanker', 'covid', 'g', 'dosapltupln', 'savagejakarta', 'jam', 'durasi', 'telah', 'berjalan', 'dan', 'level', 'polusi', 'udara', 'tetap', 'berada', 'di', 'sensor', 'orang', 'udara', 'tidak', 'sehat', 'payah', 'jakarta', 'httpstcoopeikz']","['asean', 'airpollution', 'trending', 'southeastasia', 'bakarsampah', 'dkijakarta', 'iqair', 'imf', 'iphone', 'ispa', 'kanker', 'covid', 'g', 'dosapltupln', 'savagejakarta', 'jam', 'durasi', 'telah', 'berjalan', 'dan', 'level', 'polusi', 'udara', 'tetap', 'berada', 'di', 'sensor', 'orang', 'udara', 'tidak', 'sehat', 'payah', 'jakarta', 'httpstcoopeikz']"
99,RT @GwneudYTro: @CleanAirForCDF @VelindreTrust @MarcPalmer75 @CardiffSave @JackieJonesWal1 @katecarrcdf @JGreen_CDF @JulieMorganLAB Over pa…,RT GwneudYTro CleanAirForCDF VelindreTrust MarcPalmer CardiffSave JackieJonesWal katecarrcdf JGreenCDF JulieMorganLAB Over pa…,"['rt', 'gwneudytro', 'cleanairforcdf', 'velindretrust', 'marcpalmer', 'cardiffsave', 'jackiejoneswal', 'katecarrcdf', 'jgreencdf', 'juliemorganlab', 'over', 'pa', '']","['rt', 'gwneudytro', 'cleanairforcdf', 'velindretrust', 'marcpalmer', 'cardiffsave', 'jackiejoneswal', 'katecarrcdf', 'jgreencdf', 'juliemorganlab', 'pa', '']","['rt', 'gwneudytro', 'cleanairforcdf', 'velindretrust', 'marcpalm', 'cardiffsav', 'jackiejonesw', 'katecarrcdf', 'jgreencdf', 'juliemorganlab', 'pa', '']","['rt', 'gwneudytro', 'cleanairforcdf', 'velindretrust', 'marcpalmer', 'cardiffsave', 'jackiejoneswal', 'katecarrcdf', 'jgreencdf', 'juliemorganlab', 'pa', '']"
100,RT @_marta_obrien: Find out more about our air quality research this Wednesday 11:30-13:30 and also about work done by our partners from @D…,RT martaobrien Find out more about our air quality research this Wednesday  and also about work done by our partners from D…,"['rt', 'martaobrien', 'find', 'out', 'more', 'about', 'our', 'air', 'quality', 'research', 'this', 'wednesday', 'and', 'also', 'about', 'work', 'done', 'by', 'our', 'partners', 'from', 'd', '']","['rt', 'martaobrien', 'find', 'air', 'quality', 'research', 'wednesday', 'also', 'work', 'done', 'partners', '']","['rt', 'martaobrien', 'find', 'air', 'qualiti', 'research', 'wednesday', 'also', 'work', 'done', 'partner', '']","['rt', 'martaobrien', 'find', 'air', 'quality', 'research', 'wednesday', 'also', 'work', 'done', 'partner', '']"
101,RT @ANI: Punjab | Smog covers parts of Ludhiana amid #AirPollution.  Earlier visuals of the day. https://t.co/JK7gDDsyFP,RT ANI Punjab  Smog covers parts of Ludhiana amid AirPollution  Earlier visuals of the day httpstcoJKgDDsyFP,"['rt', 'ani', 'punjab', 'smog', 'covers', 'parts', 'of', 'ludhiana', 'amid', 'airpollution', 'earlier', 'visuals', 'of', 'the', 'day', 'httpstcojkgddsyfp']","['rt', 'ani', 'punjab', 'smog', 'covers', 'parts', 'ludhiana', 'amid', 'airpollution', 'earlier', 'visuals', 'day', 'httpstcojkgddsyfp']","['rt', 'ani', 'punjab', 'smog', 'cover', 'part', 'ludhiana', 'amid', 'airpollut', 'earlier', 'visual', 'day', 'httpstcojkgddsyfp']","['rt', 'ani', 'punjab', 'smog', 'cover', 'part', 'ludhiana', 'amid', 'airpollution', 'earlier', 'visuals', 'day', 'httpstcojkgddsyfp']"
102,"RT @WHO: Sources of #AirPollution include:
🏭 Industry &amp; energy supply
🚘 Transport
🚜 Agricultural practices
🔥 Waste management
🏠 Household e…","RT WHO Sources of AirPollution include
🏭 Industry amp energy supply
🚘 Transport
🚜 Agricultural practices
🔥 Waste management
🏠 Household e…","['rt', 'who', 'sources', 'of', 'airpollution', 'include', 'industry', 'amp', 'energy', 'supply', 'transport', 'agricultural', 'practices', 'waste', 'management', 'household', 'e', '']","['rt', 'sources', 'airpollution', 'include', 'industry', 'amp', 'energy', 'supply', 'transport', 'agricultural', 'practices', 'waste', 'management', 'household', 'e', '']","['rt', 'sourc', 'airpollut', 'includ', 'industri', 'amp', 'energi', 'suppli', 'transport', 'agricultur', 'practic', 'wast', 'manag', 'household', 'e', '']","['rt', 'source', 'airpollution', 'include', 'industry', 'amp', 'energy', 'supply', 'transport', 'agricultural', 'practice', 'waste', 'management', 'household', 'e', '']"
103,"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…","RT WHO The ClimateCrisis is a health crisis 

➡ AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

amp other extreme weathe…","['rt', 'who', 'the', 'climatecrisis', 'is', 'a', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfires', 'floods', 'droughts', 'amp', 'other', 'extreme', 'weathe', '']","['rt', 'climatecrisis', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfires', 'floods', 'droughts', 'amp', 'extreme', 'weathe', '']","['rt', 'climatecrisi', 'health', 'crisi', 'airpollut', 'heatwav', 'wildfir', 'flood', 'drought', 'amp', 'extrem', 'weath', '']","['rt', 'climatecrisis', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfire', 'flood', 'drought', 'amp', 'extreme', 'weathe', '']"
104,RT @CleanAirCAC: In order to create lasting solutions to #airpollution &amp; #climatechange we need to include all stakeholders in the conversa…,RT CleanAirCAC In order to create lasting solutions to airpollution amp climatechange we need to include all stakeholders in the conversa…,"['rt', 'cleanaircac', 'in', 'order', 'to', 'create', 'lasting', 'solutions', 'to', 'airpollution', 'amp', 'climatechange', 'we', 'need', 'to', 'include', 'all', 'stakeholders', 'in', 'the', 'conversa', '']","['rt', 'cleanaircac', 'order', 'create', 'lasting', 'solutions', 'airpollution', 'amp', 'climatechange', 'need', 'include', 'stakeholders', 'conversa', '']","['rt', 'cleanaircac', 'order', 'creat', 'last', 'solut', 'airpollut', 'amp', 'climatechang', 'need', 'includ', 'stakehold', 'conversa', '']","['rt', 'cleanaircac', 'order', 'create', 'lasting', 'solution', 'airpollution', 'amp', 'climatechange', 'need', 'include', 'stakeholder', 'conversa', '']"
105,Both centre and state governments are hiding behind the thick layer of smog. #AirPollution @PMOIndia please take strict action against people responsible for this deadly pollution in India. https://t.co/G5cFFrIJwr,Both centre and state governments are hiding behind the thick layer of smog AirPollution PMOIndia please take strict action against people responsible for this deadly pollution in India httpstcoGcFFrIJwr,"['both', 'centre', 'and', 'state', 'governments', 'are', 'hiding', 'behind', 'the', 'thick', 'layer', 'of', 'smog', 'airpollution', 'pmoindia', 'please', 'take', 'strict', 'action', 'against', 'people', 'responsible', 'for', 'this', 'deadly', 'pollution', 'in', 'india', 'httpstcogcffrijwr']","['centre', 'state', 'governments', 'hiding', 'behind', 'thick', 'layer', 'smog', 'airpollution', 'pmoindia', 'please', 'take', 'strict', 'action', 'people', 'responsible', 'deadly', 'pollution', 'india', 'httpstcogcffrijwr']","['centr', 'state', 'govern', 'hide', 'behind', 'thick', 'layer', 'smog', 'airpollut', 'pmoindia', 'pleas', 'take', 'strict', 'action', 'peopl', 'respons', 'deadli', 'pollut', 'india', 'httpstcogcffrijwr']","['centre', 'state', 'government', 'hiding', 'behind', 'thick', 'layer', 'smog', 'airpollution', 'pmoindia', 'please', 'take', 'strict', 'action', 'people', 'responsible', 'deadly', 'pollution', 'india', 'httpstcogcffrijwr']"
106,"@CleanAirForCDF @VelindreTrust @MarcPalmer75 @CardiffSave @JackieJonesWal1 @katecarrcdf @JGreen_CDF @JulieMorganLAB Over past weeks you can taste the pollution &amp; on sunny days, you can see the dust particles.
I’ve recently invested in an air quality monitor.
Today, 8:35am on #Coryton railway bridge walking next to idling traffic, the figures spiked!
#AirPollution @asthmalungcymru @joseph_ALUK https://t.co/8ymUaAEvFe","CleanAirForCDF VelindreTrust MarcPalmer CardiffSave JackieJonesWal katecarrcdf JGreenCDF JulieMorganLAB Over past weeks you can taste the pollution amp on sunny days you can see the dust particles
I’ve recently invested in an air quality monitor
Today am on Coryton railway bridge walking next to idling traffic the figures spiked
AirPollution asthmalungcymru josephALUK httpstcoymUaAEvFe","['cleanairforcdf', 'velindretrust', 'marcpalmer', 'cardiffsave', 'jackiejoneswal', 'katecarrcdf', 'jgreencdf', 'juliemorganlab', 'over', 'past', 'weeks', 'you', 'can', 'taste', 'the', 'pollution', 'amp', 'on', 'sunny', 'days', 'you', 'can', 'see', 'the', 'dust', 'particles', 'i', 've', 'recently', 'invested', 'in', 'an', 'air', 'quality', 'monitor', 'today', 'am', 'on', 'coryton', 'railway', 'bridge', 'walking', 'next', 'to', 'idling', 'traffic', 'the', 'figures', 'spiked', 'airpollution', 'asthmalungcymru', 'josephaluk', 'httpstcoymuaaevfe']","['cleanairforcdf', 'velindretrust', 'marcpalmer', 'cardiffsave', 'jackiejoneswal', 'katecarrcdf', 'jgreencdf', 'juliemorganlab', 'past', 'weeks', 'taste', 'pollution', 'amp', 'sunny', 'days', 'see', 'dust', 'particles', 'recently', 'invested', 'air', 'quality', 'monitor', 'today', 'coryton', 'railway', 'bridge', 'walking', 'next', 'idling', 'traffic', 'figures', 'spiked', 'airpollution', 'asthmalungcymru', 'josephaluk', 'httpstcoymuaaevfe']","['cleanairforcdf', 'velindretrust', 'marcpalm', 'cardiffsav', 'jackiejonesw', 'katecarrcdf', 'jgreencdf', 'juliemorganlab', 'past', 'week', 'tast', 'pollut', 'amp', 'sunni', 'day', 'see', 'dust', 'particl', 'recent', 'invest', 'air', 'qualiti', 'monitor', 'today', 'coryton', 'railway', 'bridg', 'walk', 'next', 'idl', 'traffic', 'figur', 'spike', 'airpollut', 'asthmalungcymru', 'josephaluk', 'httpstcoymuaaevf']","['cleanairforcdf', 'velindretrust', 'marcpalmer', 'cardiffsave', 'jackiejoneswal', 'katecarrcdf', 'jgreencdf', 'juliemorganlab', 'past', 'week', 'taste', 'pollution', 'amp', 'sunny', 'day', 'see', 'dust', 'particle', 'recently', 'invested', 'air', 'quality', 'monitor', 'today', 'coryton', 'railway', 'bridge', 'walking', 'next', 'idling', 'traffic', 'figure', 'spiked', 'airpollution', 'asthmalungcymru', 'josephaluk', 'httpstcoymuaaevfe']"
107,"RT @courtghoward: Urban heat island at #COP27:
Incentive for delegates to advocate for life-saving #Adaptation solutions like:🌳🌴🌲!
⬇️heat i…","RT courtghoward Urban heat island at COP
Incentive for delegates to advocate for lifesaving Adaptation solutions like🌳🌴🌲
⬇️heat i…","['rt', 'courtghoward', 'urban', 'heat', 'island', 'at', 'cop', 'incentive', 'for', 'delegates', 'to', 'advocate', 'for', 'lifesaving', 'adaptation', 'solutions', 'like', 'heat', 'i', '']","['rt', 'courtghoward', 'urban', 'heat', 'island', 'cop', 'incentive', 'delegates', 'advocate', 'lifesaving', 'adaptation', 'solutions', 'like', 'heat', '']","['rt', 'courtghoward', 'urban', 'heat', 'island', 'cop', 'incent', 'deleg', 'advoc', 'lifesav', 'adapt', 'solut', 'like', 'heat', '']","['rt', 'courtghoward', 'urban', 'heat', 'island', 'cop', 'incentive', 'delegate', 'advocate', 'lifesaving', 'adaptation', 'solution', 'like', 'heat', '']"
108,"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…","RT WHO The ClimateCrisis is a health crisis 

➡ AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

amp other extreme weathe…","['rt', 'who', 'the', 'climatecrisis', 'is', 'a', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfires', 'floods', 'droughts', 'amp', 'other', 'extreme', 'weathe', '']","['rt', 'climatecrisis', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfires', 'floods', 'droughts', 'amp', 'extreme', 'weathe', '']","['rt', 'climatecrisi', 'health', 'crisi', 'airpollut', 'heatwav', 'wildfir', 'flood', 'drought', 'amp', 'extrem', 'weath', '']","['rt', 'climatecrisis', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfire', 'flood', 'drought', 'amp', 'extreme', 'weathe', '']"
109,@adeshguptabjp @ArvindKejriwal मननीय आदेश जी पहले आप ही जवाब दे दीजिये की केंद्र में आपकी सरकार #AirPollution  को लेकर क्या कर रही है ?? और हरयाणा और उत्तरप्रदेश की सरकार #Pollution को लेकर क्या कर रही है ?? https://t.co/2mXxBUffLE,adeshguptabjp ArvindKejriwal मननीय आदेश जी पहले आप ही जवाब दे दीजिये की केंद्र में आपकी सरकार AirPollution  को लेकर क्या कर रही है  और हरयाणा और उत्तरप्रदेश की सरकार Pollution को लेकर क्या कर रही है  httpstcomXxBUffLE,"['adeshguptabjp', 'arvindkejriwal', 'मनन', 'य', 'आद', 'श', 'ज', 'पहल', 'आप', 'ह', 'जव', 'ब', 'द', 'द', 'ज', 'य', 'क', 'क', 'द', 'र', 'म', 'आपक', 'सरक', 'र', 'airpollution', 'क', 'ल', 'कर', 'क', 'य', 'कर', 'रह', 'ह', 'और', 'हरय', 'ण', 'और', 'उत', 'तरप', 'रद', 'श', 'क', 'सरक', 'र', 'pollution', 'क', 'ल', 'कर', 'क', 'य', 'कर', 'रह', 'ह', 'httpstcomxxbuffle']","['adeshguptabjp', 'arvindkejriwal', 'मनन', 'य', 'आद', 'श', 'ज', 'पहल', 'आप', 'ह', 'जव', 'ब', 'द', 'द', 'ज', 'य', 'क', 'क', 'द', 'र', 'म', 'आपक', 'सरक', 'र', 'airpollution', 'क', 'ल', 'कर', 'क', 'य', 'कर', 'रह', 'ह', 'और', 'हरय', 'ण', 'और', 'उत', 'तरप', 'रद', 'श', 'क', 'सरक', 'र', 'pollution', 'क', 'ल', 'कर', 'क', 'य', 'कर', 'रह', 'ह', 'httpstcomxxbuffle']","['adeshguptabjp', 'arvindkejriw', 'मनन', 'य', 'आद', 'श', 'ज', 'पहल', 'आप', 'ह', 'जव', 'ब', 'द', 'द', 'ज', 'य', 'क', 'क', 'द', 'र', 'म', 'आपक', 'सरक', 'र', 'airpollut', 'क', 'ल', 'कर', 'क', 'य', 'कर', 'रह', 'ह', 'और', 'हरय', 'ण', 'और', 'उत', 'तरप', 'रद', 'श', 'क', 'सरक', 'र', 'pollut', 'क', 'ल', 'कर', 'क', 'य', 'कर', 'रह', 'ह', 'httpstcomxxbuffl']","['adeshguptabjp', 'arvindkejriwal', 'मनन', 'य', 'आद', 'श', 'ज', 'पहल', 'आप', 'ह', 'जव', 'ब', 'द', 'द', 'ज', 'य', 'क', 'क', 'द', 'र', 'म', 'आपक', 'सरक', 'र', 'airpollution', 'क', 'ल', 'कर', 'क', 'य', 'कर', 'रह', 'ह', 'और', 'हरय', 'ण', 'और', 'उत', 'तरप', 'रद', 'श', 'क', 'सरक', 'र', 'pollution', 'क', 'ल', 'कर', 'क', 'य', 'कर', 'रह', 'ह', 'httpstcomxxbuffle']"
110,"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…","RT WHO The ClimateCrisis is a health crisis 

➡ AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

amp other extreme weathe…","['rt', 'who', 'the', 'climatecrisis', 'is', 'a', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfires', 'floods', 'droughts', 'amp', 'other', 'extreme', 'weathe', '']","['rt', 'climatecrisis', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfires', 'floods', 'droughts', 'amp', 'extreme', 'weathe', '']","['rt', 'climatecrisi', 'health', 'crisi', 'airpollut', 'heatwav', 'wildfir', 'flood', 'drought', 'amp', 'extrem', 'weath', '']","['rt', 'climatecrisis', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfire', 'flood', 'drought', 'amp', 'extreme', 'weathe', '']"
111,It was delight to participate in #GeoforGood22. Have a look at my two inspiring co-speakers and my own contribution on #AirPollution in #Copenhagen. https://t.co/FpVOIq3Sei,It was delight to participate in GeoforGood Have a look at my two inspiring cospeakers and my own contribution on AirPollution in Copenhagen httpstcoFpVOIqSei,"['it', 'was', 'delight', 'to', 'participate', 'in', 'geoforgood', 'have', 'a', 'look', 'at', 'my', 'two', 'inspiring', 'cospeakers', 'and', 'my', 'own', 'contribution', 'on', 'airpollution', 'in', 'copenhagen', 'httpstcofpvoiqsei']","['delight', 'participate', 'geoforgood', 'look', 'two', 'inspiring', 'cospeakers', 'contribution', 'airpollution', 'copenhagen', 'httpstcofpvoiqsei']","['delight', 'particip', 'geoforgood', 'look', 'two', 'inspir', 'cospeak', 'contribut', 'airpollut', 'copenhagen', 'httpstcofpvoiqsei']","['delight', 'participate', 'geoforgood', 'look', 'two', 'inspiring', 'cospeakers', 'contribution', 'airpollution', 'copenhagen', 'httpstcofpvoiqsei']"
112,"#DYK it’s estimated that 2° of global warming will lead to an extra 153 million deaths this century from the air pollution caused by burning fossil fuels. That's why we need to work to create solutions that effectively curb #airpollution. Read more below.

https://t.co/Gtr5ytOKFw","DYK it’s estimated that ° of global warming will lead to an extra  million deaths this century from the air pollution caused by burning fossil fuels Thats why we need to work to create solutions that effectively curb airpollution Read more below

httpstcoGtrytOKFw","['dyk', 'it', 's', 'estimated', 'that', 'of', 'global', 'warming', 'will', 'lead', 'to', 'an', 'extra', 'million', 'deaths', 'this', 'century', 'from', 'the', 'air', 'pollution', 'caused', 'by', 'burning', 'fossil', 'fuels', 'thats', 'why', 'we', 'need', 'to', 'work', 'to', 'create', 'solutions', 'that', 'effectively', 'curb', 'airpollution', 'read', 'more', 'below', 'httpstcogtrytokfw']","['dyk', 'estimated', 'global', 'warming', 'lead', 'extra', 'million', 'deaths', 'century', 'air', 'pollution', 'caused', 'burning', 'fossil', 'fuels', 'thats', 'need', 'work', 'create', 'solutions', 'effectively', 'curb', 'airpollution', 'read', 'httpstcogtrytokfw']","['dyk', 'estim', 'global', 'warm', 'lead', 'extra', 'million', 'death', 'centuri', 'air', 'pollut', 'caus', 'burn', 'fossil', 'fuel', 'that', 'need', 'work', 'creat', 'solut', 'effect', 'curb', 'airpollut', 'read', 'httpstcogtrytokfw']","['dyk', 'estimated', 'global', 'warming', 'lead', 'extra', 'million', 'death', 'century', 'air', 'pollution', 'caused', 'burning', 'fossil', 'fuel', 'thats', 'need', 'work', 'create', 'solution', 'effectively', 'curb', 'airpollution', 'read', 'httpstcogtrytokfw']"
113,RT @ANI: Punjab | Smog covers parts of Ludhiana amid #AirPollution.  Earlier visuals of the day. https://t.co/JK7gDDsyFP,RT ANI Punjab  Smog covers parts of Ludhiana amid AirPollution  Earlier visuals of the day httpstcoJKgDDsyFP,"['rt', 'ani', 'punjab', 'smog', 'covers', 'parts', 'of', 'ludhiana', 'amid', 'airpollution', 'earlier', 'visuals', 'of', 'the', 'day', 'httpstcojkgddsyfp']","['rt', 'ani', 'punjab', 'smog', 'covers', 'parts', 'ludhiana', 'amid', 'airpollution', 'earlier', 'visuals', 'day', 'httpstcojkgddsyfp']","['rt', 'ani', 'punjab', 'smog', 'cover', 'part', 'ludhiana', 'amid', 'airpollut', 'earlier', 'visual', 'day', 'httpstcojkgddsyfp']","['rt', 'ani', 'punjab', 'smog', 'cover', 'part', 'ludhiana', 'amid', 'airpollution', 'earlier', 'visuals', 'day', 'httpstcojkgddsyfp']"
114,"That's great, the level is below 5 ugr/m3. Temperature is 14.40 C. Wind direction is S. Dust level #PM10 is: 3.78ugr/m3. Dust level #PM2.5 is: 1.20ugr/m3. #Fijnstof #Airpollution #Waalre #CitizenScience #luftdaten",Thats great the level is below  ugrm Temperature is  C Wind direction is S Dust level PM is ugrm Dust level PM is ugrm Fijnstof Airpollution Waalre CitizenScience luftdaten,"['thats', 'great', 'the', 'level', 'is', 'below', 'ugrm', 'temperature', 'is', 'c', 'wind', 'direction', 'is', 's', 'dust', 'level', 'pm', 'is', 'ugrm', 'dust', 'level', 'pm', 'is', 'ugrm', 'fijnstof', 'airpollution', 'waalre', 'citizenscience', 'luftdaten']","['thats', 'great', 'level', 'ugrm', 'temperature', 'c', 'wind', 'direction', 'dust', 'level', 'pm', 'ugrm', 'dust', 'level', 'pm', 'ugrm', 'fijnstof', 'airpollution', 'waalre', 'citizenscience', 'luftdaten']","['that', 'great', 'level', 'ugrm', 'temperatur', 'c', 'wind', 'direct', 'dust', 'level', 'pm', 'ugrm', 'dust', 'level', 'pm', 'ugrm', 'fijnstof', 'airpollut', 'waalr', 'citizensci', 'luftdaten']","['thats', 'great', 'level', 'ugrm', 'temperature', 'c', 'wind', 'direction', 'dust', 'level', 'pm', 'ugrm', 'dust', 'level', 'pm', 'ugrm', 'fijnstof', 'airpollution', 'waalre', 'citizenscience', 'luftdaten']"
115,"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…","RT WHO The ClimateCrisis is a health crisis 

➡ AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

amp other extreme weathe…","['rt', 'who', 'the', 'climatecrisis', 'is', 'a', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfires', 'floods', 'droughts', 'amp', 'other', 'extreme', 'weathe', '']","['rt', 'climatecrisis', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfires', 'floods', 'droughts', 'amp', 'extreme', 'weathe', '']","['rt', 'climatecrisi', 'health', 'crisi', 'airpollut', 'heatwav', 'wildfir', 'flood', 'drought', 'amp', 'extrem', 'weath', '']","['rt', 'climatecrisis', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfire', 'flood', 'drought', 'amp', 'extreme', 'weathe', '']"
116,"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…","RT WHO The ClimateCrisis is a health crisis 

➡ AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

amp other extreme weathe…","['rt', 'who', 'the', 'climatecrisis', 'is', 'a', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfires', 'floods', 'droughts', 'amp', 'other', 'extreme', 'weathe', '']","['rt', 'climatecrisis', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfires', 'floods', 'droughts', 'amp', 'extreme', 'weathe', '']","['rt', 'climatecrisi', 'health', 'crisi', 'airpollut', 'heatwav', 'wildfir', 'flood', 'drought', 'amp', 'extrem', 'weath', '']","['rt', 'climatecrisis', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfire', 'flood', 'drought', 'amp', 'extreme', 'weathe', '']"
117,"RT @WHO: The #ClimateCrisis is a health crisis. 

➡ #AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

&amp; other extreme weathe…","RT WHO The ClimateCrisis is a health crisis 

➡ AirPollution 
➡ Heatwaves 
➡ Wildfires 
➡ Floods 
➡ Droughts  

amp other extreme weathe…","['rt', 'who', 'the', 'climatecrisis', 'is', 'a', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfires', 'floods', 'droughts', 'amp', 'other', 'extreme', 'weathe', '']","['rt', 'climatecrisis', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfires', 'floods', 'droughts', 'amp', 'extreme', 'weathe', '']","['rt', 'climatecrisi', 'health', 'crisi', 'airpollut', 'heatwav', 'wildfir', 'flood', 'drought', 'amp', 'extrem', 'weath', '']","['rt', 'climatecrisis', 'health', 'crisis', 'airpollution', 'heatwaves', 'wildfire', 'flood', 'drought', 'amp', 'extreme', 'weathe', '']"
